dd,day_hour,num_records,num_sessions,num_vins
2018-02-01,20,10869,35,31
2018-02-01,21,28679,53,47
2018-02-01,22,104920,194,171
2018-02-01,23,321149,866,701
2018-02-02,0,879949,1980,1522
2018-02-02,1,1112721,2757,1933
2018-02-02,2,1264858,2882,1989
2018-02-02,3,1249173,2831,1987
2018-02-02,4,1174867,2578,1915
2018-02-02,5,1312910,2827,2004
2018-02-02,6,1412561,2995,2107
2018-02-02,7,1556327,3016,2093
2018-02-02,8,1554906,3036,2155
2018-02-02,9,1589692,2986,2282
2018-02-02,10,1276514,2311,1853
2018-02-02,11,899325,1682,1386
2018-02-02,12,852860,1603,1334
2018-02-02,13,769757,1386,1147
2018-02-02,14,461313,948,812
2018-02-02,15,353188,659,562
2018-02-02,16,194249,411,354
2018-02-02,17,102392,250,224
2018-02-02,18,94479,157,133
2018-02-02,19,70943,98,83
2018-02-02,20,45827,78,71
2018-02-02,21,40432,85,71
2018-02-02,22,112146,257,201
2018-02-02,23,305052,790,616
2018-02-03,0,640384,1721,1285
2018-02-03,1,1087066,2471,1760
2018-02-03,2,1315869,2783,1952
2018-02-03,3,1255617,2849,2032
2018-02-03,4,991924,2539,1876
2018-02-03,5,1264539,2651,1929
2018-02-03,6,1330528,2810,2029
2018-02-03,7,1420309,2764,1990
2018-02-03,8,1471476,2767,2005
2018-02-03,9,1432852,2790,2125
2018-02-03,10,1083946,2080,1679
2018-02-03,11,794118,1559,1272
2018-02-03,12,752916,1533,1288
2018-02-03,13,681149,1331,1113
2018-02-03,14,463399,918,774
2018-02-03,15,262995,581,493
2018-02-03,16,187500,420,353
2018-02-03,17,101843,227,203
2018-02-03,18,59912,142,124
2018-02-03,19,63080,94,82
2018-02-03,20,28168,67,58
2018-02-03,21,43219,82,71
2018-02-03,22,82230,184,152
2018-02-03,23,288730,604,482
2018-02-04,0,605821,1494,1120
2018-02-04,1,976917,2400,1668
2018-02-04,2,1268449,2778,1905
2018-02-04,3,1136096,2718,1968
2018-02-04,4,1009914,2366,1749
2018-02-04,5,1116115,2518,1854
2018-02-04,6,1357925,2614,1915
2018-02-04,7,1346122,2621,1879
2018-02-04,8,1460543,2617,1938
2018-02-04,9,1391835,2585,2017
2018-02-04,10,907831,1918,1557
2018-02-04,11,740893,1508,1247
2018-02-04,12,718939,1564,1280
2018-02-04,13,622425,1260,1064
2018-02-04,14,465277,880,738
2018-02-04,15,281179,540,480
2018-02-04,16,174233,353,312
2018-02-04,17,87463,211,189
2018-02-04,18,78280,122,112
2018-02-04,19,51381,81,69
2018-02-04,20,69513,64,56
2018-02-04,21,39564,67,59
2018-02-04,22,113764,224,200
2018-02-04,23,426093,929,770
2018-02-05,0,833419,2109,1600
2018-02-05,1,1253464,2898,2081
2018-02-05,2,1273680,2903,1983
2018-02-05,3,1138175,2809,2012
2018-02-05,4,1092102,2669,1930
2018-02-05,5,1273190,2975,2095
2018-02-05,6,1471565,3156,2186
2018-02-05,7,1478822,3255,2223
2018-02-05,8,1426554,3147,2165
2018-02-05,9,1424252,3028,2271
2018-02-05,10,1193867,2411,1933
2018-02-05,11,891710,1810,1478
2018-02-05,12,875016,1659,1340
2018-02-05,13,718167,1404,1176
2018-02-05,14,467583,935,790
2018-02-05,15,285441,589,502
2018-02-05,16,157030,413,350
2018-02-05,17,139762,231,204
2018-02-05,18,115892,159,141
2018-02-05,19,95751,99,87
2018-02-05,20,67124,76,69
2018-02-05,21,83533,93,80
2018-02-05,22,145962,252,205
2018-02-05,23,383505,894,737
2018-02-06,0,978664,2220,1682
2018-02-06,1,1318250,3094,2153
2018-02-06,2,1621572,3238,2209
2018-02-06,3,1487658,3178,2213
2018-02-06,4,1138563,2852,2059
2018-02-06,5,1430905,3008,2151
2018-02-06,6,1450209,3211,2240
2018-02-06,7,1630816,3143,2175
2018-02-06,8,1652267,3265,2268
2018-02-06,9,1563599,3196,2431
2018-02-06,10,1254107,2487,1984
2018-02-06,11,900301,1883,1540
2018-02-06,12,875626,1763,1446
2018-02-06,13,735312,1444,1197
2018-02-06,14,503196,1004,848
2018-02-06,15,252509,639,538
2018-02-06,16,159949,425,377
2018-02-06,17,118704,253,219
2018-02-06,18,56224,149,126
2018-02-06,19,40553,98,82
2018-02-06,20,65066,106,93
2018-02-06,21,112966,152,129
2018-02-06,22,192797,364,307
2018-02-06,23,503181,1115,875
2018-02-07,0,1044149,2462,1822
2018-02-07,1,1369688,3177,2246
2018-02-07,2,1575138,3306,2310
2018-02-07,3,1447264,3238,2261
2018-02-07,4,1191433,2824,2057
2018-02-07,5,1529219,3080,2202
2018-02-07,6,1558745,3310,2320
2018-02-07,7,1676423,3343,2277
2018-02-07,8,1510640,3159,2250
2018-02-07,9,1598447,3050,2303
2018-02-07,10,1363294,2396,1979
2018-02-07,11,984699,1876,1519
2018-02-07,12,930072,1792,1482
2018-02-07,13,780448,1494,1227
2018-02-07,14,574211,1088,887
2018-02-07,15,321097,686,571
2018-02-07,16,179374,452,383
2018-02-07,17,89070,252,211
2018-02-07,18,48550,139,117
2018-02-07,19,46565,80,72
2018-02-07,20,48485,63,55
2018-02-07,21,45376,91,82
2018-02-07,22,126518,250,212
2018-02-07,23,392204,903,743
2018-02-08,0,920811,2233,1658
2018-02-08,1,1233580,3265,2221
2018-02-08,2,1465779,3377,2294
2018-02-08,3,1375020,3264,2272
2018-02-08,4,1105184,2914,2087
2018-02-08,5,1397909,3285,2291
2018-02-08,6,1576179,3522,2433
2018-02-08,7,1575508,3399,2330
2018-02-08,8,1645367,3339,2347
2018-02-08,9,1718812,3281,2448
2018-02-08,10,1236344,2497,2007
2018-02-08,11,902858,1922,1567
2018-02-08,12,954019,1838,1512
2018-02-08,13,909699,1582,1299
2018-02-08,14,511301,1107,937
2018-02-08,15,302910,684,590
2018-02-08,16,177800,461,393
2018-02-08,17,108372,280,240
2018-02-08,18,70935,167,136
2018-02-08,19,44473,98,82
2018-02-08,20,67831,85,70
2018-02-08,21,56971,89,83
2018-02-08,22,146392,242,203
2018-02-08,23,364190,877,719
2018-02-09,0,912110,2282,1707
2018-02-09,1,1373004,3198,2223
2018-02-09,2,1519175,3535,2358
2018-02-09,3,1498981,3441,2392
2018-02-09,4,1204460,3017,2186
2018-02-09,5,1057611,2499,1974
2018-02-11,9,188,169,166
2018-02-11,10,483,439,414
2018-02-11,11,429,384,367
2018-02-11,12,419,377,358
2018-02-11,13,342,304,293
2018-02-11,14,197,180,176
2018-02-11,15,124,118,116
2018-02-11,16,90,81,78
2018-02-11,17,52,49,47
2018-02-11,18,22,18,18
2018-02-11,19,29,26,26
2018-02-11,20,10,10,10
2018-02-11,21,29,24,23
2018-02-11,22,46,43,41
2018-02-11,23,203,188,178
2018-02-12,0,521,491,454
2018-02-12,1,753,685,629
2018-02-12,2,815,751,684
2018-02-12,3,783,709,628
2018-02-12,4,726,642,587
2018-02-12,5,818,762,691
2018-02-12,6,783,701,649
2018-02-12,7,749,699,637
2018-02-12,8,756,680,617
2018-02-12,9,743,675,624
2018-02-12,10,523,485,462
2018-02-12,11,395,361,346
2018-02-12,12,368,339,325
2018-02-12,13,324,301,291
2018-02-12,14,254,233,229
2018-02-12,15,145,131,125
2018-02-12,16,105,89,84
2018-02-12,17,65,58,57
2018-02-12,18,31,28,28
2018-02-12,19,19,17,16
2018-02-12,20,17,16,15
2018-02-12,21,21,20,20
2018-02-12,22,53,48,47
2018-02-12,23,190,180,175
2018-02-13,0,509,460,436
2018-02-13,1,752,681,612
2018-02-13,2,798,721,653
2018-02-13,3,841,773,688
2018-02-13,4,748,674,620
2018-02-13,5,835,746,687
2018-02-13,6,926,813,738
2018-02-13,7,826,738,666
2018-02-13,8,856,775,705
2018-02-13,9,804,726,653
2018-02-13,10,514,464,445
2018-02-13,11,484,436,417
2018-02-13,12,448,410,389
2018-02-13,13,340,314,304
2018-02-13,14,220,203,197
2018-02-13,15,132,125,121
2018-02-13,16,94,87,86
2018-02-13,17,72,65,62
2018-02-13,18,34,33,32
2018-02-13,19,21,18,18
2018-02-13,20,15,12,12
2018-02-13,21,16,14,14
2018-02-13,22,43,41,38
2018-02-13,23,155,146,138
2018-02-14,0,446,394,368
2018-02-14,1,734,670,617
2018-02-14,2,881,797,708
2018-02-14,3,812,740,683
2018-02-14,4,690,620,573
2018-02-14,5,800,725,669
2018-02-14,6,807,727,667
2018-02-14,7,840,763,697
2018-02-14,8,792,700,640
2018-02-14,9,693,629,583
2018-02-14,10,471,425,403
2018-02-14,11,431,382,354
2018-02-14,12,392,369,348
2018-02-14,13,306,279,268
2018-02-14,14,206,190,178
2018-02-14,15,114,101,99
2018-02-14,16,84,77,76
2018-02-14,17,52,48,45
2018-02-14,18,32,29,29
2018-02-14,19,15,13,12
2018-02-14,20,13,12,12
2018-02-14,21,7,7,7
2018-02-14,22,33,31,30
2018-02-14,23,137,119,114
2018-02-15,0,325,292,276
2018-02-15,1,623,559,495
2018-02-15,2,206383,1892,1618
2018-02-15,3,821187,3327,2269
2018-02-15,4,682840,2605,1884
2018-02-15,5,827877,2815,1979
2018-02-15,6,944028,2797,1937
2018-02-15,7,849688,2566,1784
2018-02-15,8,827718,2334,1707
2018-02-15,9,597073,1820,1408
2018-02-15,10,582223,1474,1222
2018-02-15,11,545529,1411,1163
2018-02-15,12,479097,1179,965
2018-02-15,13,371902,924,757
2018-02-15,14,313300,720,605
2018-02-15,15,266988,696,598
2018-02-15,16,221678,560,489
2018-02-15,17,122382,331,288
2018-02-15,18,126929,175,151
2018-02-15,19,40247,111,95
2018-02-15,20,25453,83,73
2018-02-15,21,91993,105,97
2018-02-15,22,84750,247,215
2018-02-15,23,200883,586,460
2018-02-16,0,415147,1295,935
2018-02-16,1,868186,2089,1481
2018-02-16,2,1188950,2800,1967
2018-02-16,3,1146851,2685,2019
2018-02-16,4,951220,2106,1687
2018-02-16,5,1152724,2348,1811
2018-02-16,6,1160851,2305,1784
2018-02-16,7,1070829,2212,1696
2018-02-16,8,1001060,2166,1662
2018-02-16,9,1009256,2029,1654
2018-02-16,10,796033,1666,1419
2018-02-16,11,789847,1500,1295
2018-02-16,12,650639,1408,1183
2018-02-16,13,515109,1051,893
2018-02-16,14,304826,738,637
2018-02-16,15,209791,554,474
2018-02-16,16,116495,391,347
2018-02-16,17,76054,235,210
2018-02-16,18,42144,143,125
2018-02-16,19,30717,92,80
2018-02-16,20,38526,67,60
2018-02-16,21,43375,85,77
2018-02-16,22,121760,173,144
2018-02-16,23,272082,455,366
2018-02-17,0,579777,1250,936
2018-02-17,1,1244845,2614,1833
2018-02-17,2,1809128,3546,2504
2018-02-17,3,1662641,3364,2524
2018-02-17,4,1084352,2284,1832
2018-02-17,5,1214877,2717,2086
2018-02-17,6,1440175,2897,2200
2018-02-17,7,1368236,2712,2038
2018-02-17,8,1361206,2603,1981
2018-02-17,9,1148728,2536,1990
2018-02-17,10,933758,2027,1680
2018-02-17,11,925973,1836,1545
2018-02-17,12,781741,1655,1415
2018-02-17,13,634141,1227,1034
2018-02-17,14,339895,850,734
2018-02-17,15,231086,583,496
2018-02-17,16,162477,451,396
2018-02-17,17,85233,284,247
2018-02-17,18,50133,152,140
2018-02-17,19,39219,113,94
2018-02-17,20,38727,73,66
2018-02-17,21,54197,81,71
2018-02-17,22,148775,148,121
2018-02-17,23,205703,448,364
2018-02-18,0,489362,1206,893
2018-02-18,1,1234831,2411,1740
2018-02-18,2,1656767,3345,2412
2018-02-18,3,1616527,3215,2458
2018-02-18,4,1025285,2290,1813
2018-02-18,5,1367085,2684,2121
2018-02-18,6,1547617,2887,2213
2018-02-18,7,1516094,2731,2086
2018-02-18,8,1425188,2737,2070
2018-02-18,9,1290252,2609,2063
2018-02-18,10,957986,1975,1658
2018-02-18,11,928944,1706,1452
2018-02-18,12,770605,1680,1418
2018-02-18,13,594808,1271,1083
2018-02-18,14,396090,891,758
2018-02-18,15,267558,659,566
2018-02-18,16,213368,510,429
2018-02-18,17,146875,291,254
2018-02-18,18,63477,161,139
2018-02-18,19,120902,122,101
2018-02-18,20,37293,80,69
2018-02-18,21,42112,79,71
2018-02-18,22,75535,161,139
2018-02-18,23,179209,505,389
2018-02-19,0,555642,1220,927
2018-02-19,1,938074,2305,1647
2018-02-19,2,1448139,3146,2283
2018-02-19,3,1495361,3121,2383
2018-02-19,4,1039018,2320,1827
2018-02-19,5,1334722,2625,2057
2018-02-19,6,1488465,2844,2189
2018-02-19,7,1463221,2676,2038
2018-02-19,8,1311048,2633,2013
2018-02-19,9,1301171,2552,2018
2018-02-19,10,960413,2127,1772
2018-02-19,11,849835,1781,1515
2018-02-19,12,864760,1699,1444
2018-02-19,13,721552,1304,1105
2018-02-19,14,412432,978,838
2018-02-19,15,285575,720,619
2018-02-19,16,209475,550,465
2018-02-19,17,96508,321,277
2018-02-19,18,94728,209,176
2018-02-19,19,50534,127,110
2018-02-19,20,38052,86,78
2018-02-19,21,41604,97,83
2018-02-19,22,90793,233,190
2018-02-19,23,268409,663,493
2018-02-20,0,542353,1338,1020
2018-02-20,1,1093449,2364,1705
2018-02-20,2,1311855,3098,2195
2018-02-20,3,1460689,3036,2329
2018-02-20,4,1020642,2349,1851
2018-02-20,5,1332893,2691,2146
2018-02-20,6,1457332,2864,2220
2018-02-20,7,1366498,2719,2075
2018-02-20,8,1398650,2715,2111
2018-02-20,9,1401705,2604,2108
2018-02-20,10,1044855,2111,1776
2018-02-20,11,943655,1830,1559
2018-02-20,12,946556,1760,1509
2018-02-20,13,645315,1401,1168
2018-02-20,14,466992,979,845
2018-02-20,15,331294,736,615
2018-02-20,16,233143,530,466
2018-02-20,17,138515,348,293
2018-02-20,18,86278,208,179
2018-02-20,19,78093,166,139
2018-02-20,20,65686,140,116
2018-02-20,21,72751,145,127
2018-02-20,22,126763,263,206
2018-02-20,23,333756,644,505
2018-02-21,0,576214,1411,1039
2018-02-21,1,991698,2364,1690
2018-02-21,2,1430983,3085,2220
2018-02-21,3,1477372,3122,2369
2018-02-21,4,1117867,2527,1977
2018-02-21,5,1387392,2731,2119
2018-02-21,6,1523190,2856,2213
2018-02-21,7,1560363,2770,2064
2018-02-21,8,1503824,2710,2102
2018-02-21,9,1248009,2700,2138
2018-02-21,10,989982,2101,1780
2018-02-21,11,833710,1807,1565
2018-02-21,12,925927,1717,1463
2018-02-21,13,735027,1378,1185
2018-02-21,14,454846,985,849
2018-02-21,15,300521,751,659
2018-02-21,16,209276,534,465
2018-02-21,17,156153,335,289
2018-02-21,18,70645,186,167
2018-02-21,19,50046,130,106
2018-02-21,20,46499,92,79
2018-02-21,21,73417,117,95
2018-02-21,22,117757,221,192
2018-02-21,23,288434,757,610
2018-02-22,0,728453,1756,1322
2018-02-22,1,1101131,2563,1857
2018-02-22,2,1465032,3129,2151
2018-02-22,3,1325023,3290,2393
2018-02-22,4,953346,2769,2055
2018-02-22,5,1362720,2957,2170
2018-02-22,6,1456367,3122,2264
2018-02-22,7,1421677,3054,2184
2018-02-22,8,1494061,2975,2165
2018-02-22,9,1354025,2960,2266
2018-02-22,10,1068154,2328,1887
2018-02-22,11,837280,1816,1504
2018-02-22,12,834140,1705,1435
2018-02-22,13,678730,1363,1155
2018-02-22,14,485039,1018,878
2018-02-22,15,282305,658,581
2018-02-22,16,209113,487,419
2018-02-22,17,159648,335,295
2018-02-22,18,85350,186,171
2018-02-22,19,57759,131,111
2018-02-22,20,57380,115,97
2018-02-22,21,68428,132,106
2018-02-22,22,163838,338,287
2018-02-22,23,444975,1173,945
2018-02-23,0,897773,2524,1868
2018-02-23,1,1339152,3395,2287
2018-02-23,2,1586405,3733,2482
2018-02-23,3,550936,1909,1699
2018-02-26,7,928051,2596,2019
2018-02-26,8,1477862,3521,2501
2018-02-26,9,1558087,3617,2769
2018-02-26,10,1191672,2764,2281
2018-02-26,11,892757,2005,1664
2018-02-26,12,881156,1859,1569
2018-02-26,13,688547,1503,1272
2018-02-26,14,478977,956,806
2018-02-26,15,303704,661,573
2018-02-26,16,189299,487,421
2018-02-26,17,109059,276,247
2018-02-26,18,54001,140,122
2018-02-26,19,27688,82,74
2018-02-26,20,35782,68,60
2018-02-26,21,30278,83,76
2018-02-26,22,158757,351,304
2018-02-26,23,547722,1350,1097
2018-02-27,0,1003944,2676,2054
2018-02-27,1,1248760,3298,2364
2018-02-27,2,1361665,3463,2408
2018-02-27,3,1184012,3429,2466
2018-02-27,4,1004632,2966,2208
2018-02-27,5,1253119,3123,2295
2018-02-27,6,1483594,3394,2450
2018-02-27,7,1431241,3396,2421
2018-02-27,8,1408388,3469,2511
2018-02-27,9,1541923,3479,2702
2018-02-27,10,1251230,2655,2221
2018-02-27,11,920625,2055,1702
2018-02-27,12,838514,1805,1533
2018-02-27,13,583431,1385,1191
2018-02-27,14,415645,974,845
2018-02-27,15,241308,638,561
2018-02-27,16,165240,458,397
2018-02-27,17,126586,280,243
2018-02-27,18,58639,157,135
2018-02-27,19,48858,94,77
2018-02-27,20,31261,65,53
2018-02-27,21,39247,74,66
2018-02-27,22,199028,346,299
2018-02-27,23,546285,1372,1123
2018-02-28,0,987746,2701,2052
2018-02-28,1,1189247,3360,2417
2018-02-28,2,1320183,3333,2319
2018-02-28,3,1215404,3340,2455
2018-02-28,4,978194,2904,2196
2018-02-28,5,1292950,3120,2318
2018-02-28,6,1454841,3409,2420
2018-02-28,7,1448953,3371,2356
2018-02-28,8,1465946,3337,2365
2018-02-28,9,1632028,3468,2688
2018-02-28,10,1178628,2767,2257
2018-02-28,11,850778,1940,1616
2018-02-28,12,815049,1801,1489
2018-02-28,13,788529,1494,1264
2018-02-28,14,469128,997,868
2018-02-28,15,307774,677,590
2018-02-28,16,153771,439,380
2018-02-28,17,84921,251,221
2018-02-28,18,55570,151,125
2018-02-28,19,32571,88,77
2018-02-28,20,32834,66,55
2018-02-28,21,29333,64,58
2018-02-28,22,104363,301,268
2018-02-28,23,509552,1358,1088
2018-03-01,0,1000961,2784,2088
2018-03-01,1,1415291,3492,2505
2018-03-01,2,1391064,3624,2456
2018-03-01,3,1320523,3431,2458
2018-03-01,4,1128883,3108,2269
2018-03-01,5,1356545,3185,2332
2018-03-01,6,1432990,3387,2437
2018-03-01,7,1448502,3345,2409
2018-03-01,8,1536414,3571,2575
2018-03-01,9,1596682,3492,2707
2018-03-01,10,1317293,2776,2297
2018-03-01,11,856233,2006,1667
2018-03-01,12,865437,1795,1533
2018-03-01,13,707496,1469,1251
2018-03-01,14,459375,1071,900
2018-03-01,15,281971,695,611
2018-03-01,16,204567,488,431
2018-03-01,17,98388,272,237
2018-03-01,18,60084,154,130
2018-03-01,19,23081,82,73
2018-03-01,20,32708,45,41
2018-03-01,21,34272,63,56
2018-03-01,22,152236,310,260
2018-03-01,23,507132,1251,1018
2018-03-02,0,946980,2563,1976
2018-03-02,1,1210037,3324,2392
2018-03-02,2,1327776,3394,2428
2018-03-02,3,1228519,3421,2480
2018-03-02,4,1096948,3058,2248
2018-03-02,5,1229112,3156,2327
2018-03-02,6,1378261,3422,2439
2018-03-02,7,1574095,3385,2413
2018-03-02,8,1763461,3663,2651
2018-03-02,9,1687026,3608,2783
2018-03-02,10,1229089,2682,2221
2018-03-02,11,957710,2035,1715
2018-03-02,12,880943,1827,1525
2018-03-02,13,710697,1419,1210
2018-03-02,14,540247,983,833
2018-03-02,15,220880,623,537
2018-03-02,16,160471,416,370
2018-03-02,17,97715,236,205
2018-03-02,18,60685,145,131
2018-03-02,19,42446,109,92
2018-03-02,20,59216,126,105
2018-03-02,21,98260,212,159
2018-03-02,22,245553,463,360
2018-03-02,23,457167,1307,1000
2018-03-03,0,860329,2480,1813
2018-03-03,1,1430493,3336,2379
2018-03-03,2,1739474,3640,2580
2018-03-03,3,1510772,3614,2610
2018-03-03,4,1261288,3178,2327
2018-03-03,5,1433272,3376,2478
2018-03-03,6,1579091,3454,2563
2018-03-03,7,1547031,3368,2459
2018-03-03,8,1630757,3433,2515
2018-03-03,9,1548326,3473,2702
2018-03-03,10,1343295,2713,2232
2018-03-03,11,920549,2021,1690
2018-03-03,12,881135,1984,1679
2018-03-03,13,745569,1680,1437
2018-03-03,14,500017,1142,969
2018-03-03,15,303332,764,669
2018-03-03,16,228836,544,477
2018-03-03,17,110807,307,271
2018-03-03,18,71571,173,148
2018-03-03,19,49417,90,86
2018-03-03,20,27447,62,56
2018-03-03,21,43393,85,71
2018-03-03,22,123937,237,201
2018-03-03,23,304911,806,653
2018-03-04,0,670589,1839,1405
2018-03-04,1,1059297,2815,2036
2018-03-04,2,1341264,3232,2295
2018-03-04,3,1352418,3297,2416
2018-03-04,4,1202412,3000,2224
2018-03-04,5,1285402,3058,2314
2018-03-04,6,1514078,3227,2416
2018-03-04,7,1622458,3189,2342
2018-03-04,8,1423980,3161,2315
2018-03-04,9,1543735,3263,2536
2018-03-04,10,1200587,2540,2092
2018-03-04,11,887024,2012,1654
2018-03-04,12,886058,1886,1602
2018-03-04,13,723921,1449,1259
2018-03-04,14,477546,1007,874
2018-03-04,15,285393,677,574
2018-03-04,16,177164,451,397
2018-03-04,17,93899,264,234
2018-03-04,18,64227,130,114
2018-03-04,19,50698,99,86
2018-03-04,20,62770,83,76
2018-03-04,21,84744,114,100
2018-03-04,22,180584,461,406
2018-03-04,23,809317,1742,1432
2018-03-05,0,1261825,3185,2445
2018-03-05,1,1445535,3857,2734
2018-03-05,2,1458235,3687,2539
2018-03-05,3,1322532,3575,2542
2018-03-05,4,1160181,3217,2383
2018-03-05,5,1348878,3455,2465
2018-03-05,6,1511031,3606,2555
2018-03-05,7,1518310,3678,2547
2018-03-05,8,1698049,3836,2680
2018-03-05,9,1719998,3852,2931
2018-03-05,10,1380758,3047,2464
2018-03-05,11,1078181,2188,1783
2018-03-05,12,922788,1937,1591
2018-03-05,13,759970,1577,1361
2018-03-05,14,444307,1064,936
2018-03-05,15,318264,718,614
2018-03-05,16,192750,456,395
2018-03-05,17,119964,284,241
2018-03-05,18,70001,161,142
2018-03-05,19,41170,86,77
2018-03-05,20,19326,67,58
2018-03-05,21,43977,97,84
2018-03-05,22,170018,405,353
2018-03-05,23,677207,1658,1334
2018-03-06,0,1141303,3205,2372
2018-03-06,1,1482556,3797,2677
2018-03-06,2,1404104,3695,2549
2018-03-06,3,1363146,3658,2603
2018-03-06,4,1077064,3201,2363
2018-03-06,5,1391555,3432,2491
2018-03-06,6,1487810,3580,2609
2018-03-06,7,1543128,3597,2577
2018-03-06,8,1679548,3783,2725
2018-03-06,9,1738515,3877,3001
2018-03-06,10,1338264,2953,2430
2018-03-06,11,917876,2139,1779
2018-03-06,12,808452,1950,1622
2018-03-06,13,731860,1526,1300
2018-03-06,14,91627,518,506
2018-03-06,17,33970,137,131
2018-03-06,18,600,1,1
2018-03-06,19,600,1,1
2018-03-06,20,1046,2,2
2018-03-06,21,1709,5,5
2018-03-06,22,19208,56,56
2018-03-06,23,434008,868,862
2018-03-07,0,1158834,2980,2312
2018-03-07,1,1453027,3744,2685
2018-03-07,2,1412097,3524,2461
2018-03-07,3,1261269,3336,2432
2018-03-07,4,1176245,3005,2267
2018-03-07,5,1302593,3144,2400
2018-03-07,6,1570751,3454,2465
2018-03-07,7,1568055,3494,2505
2018-03-07,8,1687858,3612,2605
2018-03-07,9,1801918,3686,2868
2018-03-07,10,1264864,2937,2402
2018-03-07,11,855794,2077,1731
2018-03-07,12,900364,1930,1606
2018-03-07,13,701275,1549,1330
2018-03-07,14,497971,1106,964
2018-03-07,15,275599,667,582
2018-03-07,16,176729,475,422
2018-03-07,17,113490,271,238
2018-03-07,18,70851,161,144
2018-03-07,19,42622,90,77
2018-03-07,20,17332,44,41
2018-03-07,21,38218,89,74
2018-03-07,22,178014,412,361
2018-03-07,23,703794,1609,1320
2018-03-08,0,1300752,3153,2339
2018-03-08,1,1485148,3875,2750
2018-03-08,2,1442475,3783,2668
2018-03-08,3,1425845,3759,2667
2018-03-08,4,1217044,3413,2496
2018-03-08,5,1441592,3522,2523
2018-03-08,6,1640781,3748,2656
2018-03-08,7,1535286,3791,2684
2018-03-08,8,1720635,3852,2733
2018-03-08,9,1796513,4025,3007
2018-03-08,10,1464877,3172,2577
2018-03-08,11,1029765,2295,1870
2018-03-08,12,1014125,2093,1770
2018-03-08,13,776717,1698,1438
2018-03-08,14,563034,1207,1023
2018-03-08,15,321527,798,692
2018-03-08,16,175720,489,430
2018-03-08,17,81122,269,234
2018-03-08,18,75675,164,146
2018-03-08,19,39034,87,78
2018-03-08,20,21115,59,53
2018-03-08,21,37318,93,78
2018-03-08,22,188217,446,384
2018-03-08,23,698062,1765,1430
2018-03-09,0,1312747,3352,2473
2018-03-09,1,1552945,4167,2855
2018-03-09,2,1520448,4023,2740
2018-03-09,3,1483960,3945,2772
2018-03-09,4,1317258,3521,2572
2018-03-09,5,1484581,3744,2672
2018-03-09,6,1764629,3977,2824
2018-03-09,7,918704,2618,2196
2018-03-09,13,1871,1,1
2018-03-09,14,2176,1,1
2018-03-19,6,1,1,1
2018-03-19,7,537,494,478
2018-03-19,8,774,711,637
2018-03-19,9,728,670,624
2018-03-19,10,636,582,545
2018-03-19,11,420,382,367
2018-03-19,12,398,364,348
2018-03-19,13,313,284,273
2018-03-19,14,198,186,183
2018-03-19,15,111,105,101
2018-03-19,16,73,72,68
2018-03-19,17,42,38,37
2018-03-19,18,33,26,25
2018-03-19,19,13,13,13
2018-03-19,20,11,11,11
2018-03-19,21,16,13,13
2018-03-19,22,100,90,89
2018-03-19,23,427,392,374
2018-03-20,0,654,600,562
2018-03-20,1,785,717,656
2018-03-20,2,840,768,706
2018-03-20,3,751,700,643
2018-03-20,4,679,620,572
2018-03-20,5,758,695,655
2018-03-20,6,760,694,639
2018-03-20,7,815,733,666
2018-03-20,8,809,736,683
2018-03-20,9,778,722,678
2018-03-20,10,597,545,524
2018-03-20,11,472,429,412
2018-03-20,12,379,350,337
2018-03-20,13,311,279,261
2018-03-20,14,223,205,195
2018-03-20,15,144,136,133
2018-03-20,16,94,83,81
2018-03-20,17,53,47,46
2018-03-20,18,31,26,26
2018-03-20,19,14,13,13
2018-03-20,20,5,5,5
2018-03-20,21,18,16,15
2018-03-20,22,123,113,109
2018-03-20,23,410,377,355
2018-03-21,0,761,697,644
2018-03-21,1,935,851,774
2018-03-21,2,789,728,671
2018-03-21,3,774,711,651
2018-03-21,4,743,677,614
2018-03-21,5,824,745,685
2018-03-21,6,860,777,707
2018-03-21,7,908,819,748
2018-03-21,8,925,833,767
2018-03-21,9,853,769,707
2018-03-21,10,654,586,550
2018-03-21,11,456,433,418
2018-03-21,12,421,389,371
2018-03-21,13,356,324,311
2018-03-21,14,245,227,218
2018-03-21,15,150,137,134
2018-03-21,16,93,88,88
2018-03-21,17,46,44,44
2018-03-21,18,26,25,25
2018-03-21,19,21,17,16
2018-03-21,20,25,24,23
2018-03-21,21,33,32,31
2018-03-21,22,172,156,147
2018-03-21,23,509,460,431
2018-03-22,0,808,724,672
2018-03-22,1,941,842,780
2018-03-22,2,242140,2216,1960
2018-03-22,3,1044110,4014,2897
2018-03-22,4,921213,3642,2722
2018-03-22,5,1129897,3889,2866
2018-03-22,6,1357087,4183,2972
2018-03-22,7,1559099,4287,3005
2018-03-22,8,1561598,4254,3044
2018-03-22,9,1694458,4421,3334
2018-03-22,10,1498841,3543,2861
2018-03-22,11,999626,2472,2029
2018-03-22,12,995286,2295,1916
2018-03-22,13,878594,1902,1588
2018-03-22,14,572904,1249,1063
2018-03-22,15,305008,782,686
2018-03-22,16,268096,520,448
2018-03-22,17,130433,328,285
2018-03-22,18,64212,176,152
2018-03-22,19,40645,89,76
2018-03-22,20,30159,54,48
2018-03-22,21,40730,106,90
2018-03-22,22,166279,516,446
2018-03-22,23,805844,2106,1653
2018-03-23,0,1416164,3664,2688
